SRR8245064	SRR8245065	SRR8245066	SRR8245067	SRR8245068	SRR8245069	SRR8245070	SRR8245071	SRR8245072	SRR8245073	SRR8245074	SRR8245075	SRR8245076	SRR8245077
ENSMUSG00000040152.9	0	142	4	0	0	192	120	0	102	1068	19	66	476	142
ENSMUSG00000101859.2	0	7	0	0	0	17	6	0	9	76	0	8	22	16
ENSMUSG00000027344.15	1	8	1	2	0	0	0	0	1	0	0	2	0	0
ENSMUSG00002076765.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100046.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045339.8	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000040133.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085889.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075863.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005102.14	36	13	43	41	20	111	28	48	50	73	52	78	61	67
ENSMUSG00000009549.15	317	276	350	307	250	441	353	368	301	244	248	222	344	363
ENSMUSG00000084028.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040093.17	0	0	4	5	2	20	2	10	3	0	4	2	8	3
ENSMUSG00000080747.2	0	0	0	0	0	1	0	0	1	0	0	0	1	0
ENSMUSG00000040084.10	44	149	55	59	64	75	43	16	6	0	20	1	7	56
ENSMUSG00000074923.11	46	12	35	16	45	7	1	2	4	9	1	0	3	23
ENSMUSG00000078137.2	0	0	0	0	1	1	0	0	0	4	0	13	0	0
ENSMUSG00000040061.18	143	176	240	206	188	170	182	202	316	305	303	243	274	320
ENSMUSG00000074918.5	72	38	93	44	126	71	94	68	87	78	109	55	52	64
ENSMUSG00000045838.10	0	0	0	1	0	2	5	0	2	1	0	0	0	5
ENSMUSG00000046804.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040035.15	0	0	0	0	0	12	9	0	0	0	0	0	0	12
ENSMUSG00000027331.16	41	76	49	62	72	119	65	37	40	54	27	41	22	56
ENSMUSG00000086421.2	11	24	6	11	17	32	18	8	6	10	2	10	10	14
ENSMUSG00000027332.12	123	73	72	76	128	117	127	91	106	118	166	45	160	165
ENSMUSG00000040007.9	30	5	11	19	36	15	27	15	44	36	13	22	35	44
ENSMUSG00000074916.6	8	4	14	0	18	7	25	6	11	6	3	30	7	16
ENSMUSG00000084802.2	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ENSMUSG00000081413.4	1	4	2	1	1	0	3	0	3	3	1	0	2	1
ENSMUSG00000039983.14	67	30	66	46	71	52	81	53	67	64	75	78	76	70
ENSMUSG00000027324.2	18	27	17	8	25	12	29	13	27	46	26	43	28	47
ENSMUSG00000027326.14	35	12	33	38	17	52	7	2	0	2	0	0	2	17
ENSMUSG00000027323.11	85	123	81	60	96	108	69	23	26	5	39	28	30	68
ENSMUSG00000070730.12	95	82	105	101	122	107	128	58	75	22	59	91	80	97
ENSMUSG00000046814.4	0	0	4	2	0	6	13	1	0	0	0	0	2	11
ENSMUSG00000034278.4	31	28	48	33	32	41	24	19	18	50	46	41	41	27
ENSMUSG00000055926.4	0	0	1	0	6	0	7	1	0	4	3	1	6	3
ENSMUSG00000081572.4	0	1	3	0	1	0	0	0	0	3	3	0	7	3
ENSMUSG00000068580.12	58	59	50	54	69	117	75	57	116	138	137	150	131	124
ENSMUSG00000027317.9	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027315.14	0	1	15	0	1	25	3	5	0	19	0	0	0	9
ENSMUSG00000034226.8	0	0	0	0	0	0	0	0	0	12	28	0	5	11
ENSMUSG00000084015.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034216.13	66	14	85	61	75	87	101	91	93	85	95	93	67	120
ENSMUSG00000074912.11	3	2	16	5	4	0	0	0	0	0	7	0	0	0
ENSMUSG00000027314.7	12	18	21	10	6	0	0	0	0	3	36	1	0	4
ENSMUSG00000027313.4	12	0	5	0	0	41	17	1	0	0	0	0	0	31
ENSMUSG00000034154.16	26	8	64	33	43	77	36	52	97	72	49	23	75	81
ENSMUSG00000082369.2	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000048647.10	4	3	0	0	3	0	1	1	0	0	1	0	1	0
ENSMUSG00000014077.14	469	411	388	472	658	743	593	489	517	685	375	660	497	621
ENSMUSG00000085438.2	151	114	134	116	182	226	154	95	188	103	177	202	148	178
ENSMUSG00000072980.4	18	4	6	9	0	27	5	1	4	0	0	0	7	3
ENSMUSG00000027306.16	84	214	91	67	42	124	25	26	9	0	2	0	0	14
ENSMUSG00000064906.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027305.10	57	33	38	48	57	18	37	21	35	53	36	25	51	57
ENSMUSG00000082029.2	6	4	8	5	3	6	6	3	8	3	5	4	7	5
ENSMUSG00000081416.2	0	0	0	1	0	1	4	0	1	2	2	3	1	3
ENSMUSG00000027304.10	58	43	44	52	82	71	76	96	91	61	98	121	124	87
ENSMUSG00000064722.3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000027296.8	0	0	3	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027297.16	4	11	0	3	0	1	7	0	3	0	0	0	0	1
ENSMUSG00000034032.16	95	81	118	81	99	169	85	119	112	177	105	197	152	127
ENSMUSG00000065164.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027298.18	22	0	9	56	11	36	4	15	11	38	0	11	23	11
ENSMUSG00000081056.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033943.16	75	167	107	91	201	48	135	75	158	105	80	140	139	130
ENSMUSG00000033902.13	25	2	50	16	43	35	63	26	73	18	58	69	58	48
ENSMUSG00000098632.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087458.2	7	0	10	6	6	5	20	4	19	0	11	11	10	10
ENSMUSG00000098789.8	2	0	4	1	2	10	0	4	5	0	1	0	2	2
ENSMUSG00000033852.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098488.8	0	0	0	1	5	4	7	0	0	0	0	6	0	1
ENSMUSG00000074899.7	4	3	2	4	12	16	13	4	5	6	7	4	7	9
ENSMUSG00000027293.14	98	69	95	67	142	137	102	45	47	105	60	43	94	142
ENSMUSG00000050211.15	0	0	1	1	0	0	0	0	0	0	0	1	1	1
ENSMUSG00000087555.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070719.5	0	0	1	0	0	3	0	0	1	0	0	0	0	0
ENSMUSG00000046971.8	13	0	7	1	1	1	1	0	0	0	0	0	0	0
ENSMUSG00000027291.16	183	177	177	192	232	211	223	152	304	292	302	325	272	283
ENSMUSG00000033808.17	53	35	58	39	148	60	83	51	119	76	102	80	61	78
ENSMUSG00000062646.13	84	128	79	56	54	38	43	30	160	82	73	80	50	99
ENSMUSG00000118623.2	0	0	0	0	0	0	0	0	1	0	0	0	2	0
ENSMUSG00000079110.13	1	0	0	0	0	0	0	0	6	1	0	0	0	0
ENSMUSG00000027288.17	143	136	173	100	243	282	185	154	186	265	179	113	168	228
ENSMUSG00000027287.15	121	224	181	116	139	256	159	138	125	119	132	22	143	137
ENSMUSG00000027286.17	77	4	74	63	67	124	122	43	99	106	44	90	66	77
ENSMUSG00000027285.14	71	14	91	67	58	91	97	58	84	98	114	14	87	99
ENSMUSG00000033705.18	9	16	12	7	15	36	39	7	9	25	30	56	39	28
ENSMUSG00002075096.1	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027284.17	32	15	30	33	25	28	23	38	61	40	43	36	20	41
ENSMUSG00000090100.8	14	0	7	6	0	8	9	23	9	2	0	40	8	8
ENSMUSG00000087519.9	14	0	11	2	4	16	13	1	1	17	9	13	8	10
ENSMUSG00000027272.6	186	123	219	194	266	296	257	219	332	305	291	416	407	340
ENSMUSG00000054484.15	72	48	27	19	50	53	43	41	82	3	70	23	31	41
ENSMUSG00002075710.1	2	0	0	1	1	2	0	2	3	0	0	2	1	1
ENSMUSG00000065883.4	2	0	0	0	0	1	0	0	2	1	1	0	0	0
ENSMUSG00000023572.17	245	85	228	217	313	326	297	254	397	255	298	245	220	263
ENSMUSG00000023216.14	6	0	0	2	1	5	0	0	0	0	3	0	0	0
ENSMUSG00000053675.9	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081313.2	1	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000079103.4	1	1	0	0	0	4	0	0	0	1	0	2	0	0
ENSMUSG00000074890.5	49	9	56	39	58	50	50	42	82	46	56	39	86	72
ENSMUSG00000089009.3	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000027259.16	36	28	36	29	50	13	18	19	22	29	12	4	44	15
ENSMUSG00000050619.15	110	77	105	84	54	89	122	88	171	99	138	128	118	82
ENSMUSG00000027263.13	215	169	187	196	284	330	329	211	347	238	271	299	251	268
ENSMUSG00000043909.17	206	315	200	178	201	286	310	196	357	337	252	371	232	271
ENSMUSG00000027254.14	1	0	0	2	0	4	1	2	0	1	0	1	2	2
ENSMUSG00000087704.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033526.17	16	2	14	35	25	25	17	39	8	1	19	22	22	16
ENSMUSG00000000308.15	2	9	2	1	4	1	1	5	3	0	4	1	0	2
ENSMUSG00000033498.15	8	0	1	2	1	14	1	0	0	0	1	0	0	0
ENSMUSG00000033486.15	12	0	12	1	20	0	5	5	9	22	13	26	0	3
ENSMUSG00000082651.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084140.2	1	0	0	0	0	1	0	0	0	1	0	0	0	1
ENSMUSG00000027248.14	1073	932	1191	1101	1653	1643	1246	749	1066	1011	1024	1092	943	1901
ENSMUSG00000027246.13	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000046110.16	120	45	120	136	136	235	151	101	169	208	172	119	181	206
ENSMUSG00000074884.13	286	145	287	292	265	495	389	261	348	422	330	235	394	384
ENSMUSG00000080374.3	42	38	47	42	50	84	71	36	54	37	53	19	52	63
ENSMUSG00000027245.12	8	15	14	12	10	12	12	11	25	12	29	5	18	13
ENSMUSG00000048222.4	48	118	66	66	113	108	106	112	109	132	128	159	120	125
ENSMUSG00000081967.2	0	1	0	0	0	0	0	1	0	0	0	1	0	1
ENSMUSG00000084407.2	1	0	1	2	0	1	0	0	0	0	0	5	0	0
ENSMUSG00000068479.6	54	36	68	64	79	97	68	56	111	95	65	103	49	102
ENSMUSG00000027242.15	21	8	35	49	29	25	25	22	20	36	15	2	9	16
ENSMUSG00000027238.18	0	2	3	1	5	3	5	7	1	1	0	0	0	4
ENSMUSG00000081264.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084244.2	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000086913.2	0	8	1	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000060227.16	14	26	26	6	10	36	13	23	32	12	19	23	22	30
ENSMUSG00002076141.1	0	0	2	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000074881.5	3	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSMUSG00000033411.17	213	130	182	207	286	287	242	162	209	205	235	135	250	210
ENSMUSG00000027236.9	22	13	16	27	40	38	38	18	29	25	39	21	19	39
ENSMUSG00002076932.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033396.14	93	149	78	115	86	140	100	77	113	112	105	154	101	121
ENSMUSG00000027233.5	4	0	3	0	0	0	1	0	0	0	7	0	0	4
ENSMUSG00000060802.9	6650	6684	7186	7079	8639	6822	6128	6529	7954	6835	6604	6535	7197	8119
ENSMUSG00000033368.9	6	0	3	3	0	6	2	0	5	0	0	0	0	0
ENSMUSG00000027229.6	1	0	0	0	0	2	0	1	0	0	0	0	0	0
ENSMUSG00000082670.2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000079966.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070692.7	9	5	9	7	8	5	8	5	6	5	7	17	12	10
ENSMUSG00000027227.8	10	32	28	34	23	73	38	44	7	43	18	12	14	8
ENSMUSG00000068452.9	0	0	2	0	0	0	0	0	0	0	1	8	0	0
ENSMUSG00000027225.8	1	0	1	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027224.15	0	0	5	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033268.9	0	0	3	2	1	1	0	1	0	0	5	0	0	4
ENSMUSG00000033256.15	3	0	1	0	0	2	0	0	1	8	0	0	3	1
ENSMUSG00000088506.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027219.14	240	237	212	235	246	231	198	200	321	353	280	212	301	218
ENSMUSG00000083645.2	7	0	10	10	8	8	2	9	7	7	6	20	10	9
ENSMUSG00000081219.2	8	21	9	0	0	4	0	2	38	176	61	51	92	39
ENSMUSG00000079071.3	30	15	40	22	5	6	0	1	401	731	311	147	246	123
ENSMUSG00000027199.15	0	2	12	0	0	51	40	0	2	13	0	6	9	24
ENSMUSG00000118663.1	14	41	12	13	4	28	22	4	4	14	17	21	46	26
ENSMUSG00000033213.17	42	68	29	21	22	111	56	23	6	11	4	6	4	128
ENSMUSG00000076309.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005802.13	52	95	58	90	92	124	172	64	28	54	77	128	68	106
ENSMUSG00000087017.8	5	5	3	2	1	0	5	0	0	7	1	1	0	5
ENSMUSG00000085633.2	0	0	2	1	1	3	2	0	0	0	1	0	8	2
ENSMUSG00000005804.15	94	211	166	125	124	234	103	118	108	143	149	156	138	206
ENSMUSG00000005803.15	7	43	4	2	0	4	19	0	18	16	24	38	23	23
ENSMUSG00000084372.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027200.18	8	0	24	20	3	65	41	28	0	25	0	0	0	24
ENSMUSG00000085496.2	19	0	3	6	0	10	3	8	0	0	0	0	3	0
ENSMUSG00000086954.2	1	2	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000087450.2	1	0	0	0	0	1	0	0	0	0	0	0	0	4
ENSMUSG00000035183.15	56	32	37	48	67	106	117	36	66	71	84	117	66	94
ENSMUSG00000027201.17	109	65	124	138	161	265	226	107	97	131	182	228	130	186
ENSMUSG00000118793.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087056.2	4	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074872.4	0	0	4	0	0	0	1	0	0	0	0	0	1	0
ENSMUSG00000027202.13	0	0	11	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000086416.2	3	0	1	9	0	0	0	0	0	0	0	1	1	3
ENSMUSG00000027203.16	150	143	131	164	145	229	267	63	104	82	61	44	97	215
ENSMUSG00000085797.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087682.2	1	0	4	0	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000027204.14	0	23	15	2	0	113	43	2	0	0	0	0	1	13
ENSMUSG00000053615.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000068394.5	35	39	25	47	36	44	67	67	85	90	30	72	91	80
ENSMUSG00000035109.15	6	3	14	11	8	4	6	6	1	5	3	8	11	4
ENSMUSG00000091337.4	14	23	18	24	33	25	19	8	6	25	21	15	27	25
ENSMUSG00000035093.17	63	10	96	71	81	140	68	66	73	81	76	21	104	80
ENSMUSG00000027206.14	226	308	315	200	308	388	284	231	252	288	255	195	314	415
ENSMUSG00000027207.16	177	129	138	217	231	241	143	93	198	187	138	140	115	216
ENSMUSG00000027209.18	14	2	18	9	5	12	8	0	2	4	3	9	10	9
ENSMUSG00000027208.15	3	0	0	0	0	14	13	1	0	0	0	0	0	23
ENSMUSG00000118995.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023330.13	25	0	31	30	26	36	23	16	5	19	21	43	21	25
ENSMUSG00000090353.3	1	0	2	0	1	0	0	1	1	0	0	0	0	0
ENSMUSG00002076287.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060131.12	645	702	521	828	858	668	569	818	844	699	509	949	672	629
ENSMUSG00000027359.17	1	0	1	3	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000027360.6	31	185	15	13	10	19	15	17	13	100	22	30	19	16
ENSMUSG00000027361.16	127	172	123	140	148	208	143	94	283	120	157	202	216	177
ENSMUSG00002075206.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098024.2	2	2	2	0	1	1	1	3	8	7	0	4	1	0
ENSMUSG00000027363.16	116	106	204	227	160	200	221	191	265	238	252	360	189	236
ENSMUSG00000027364.15	12	16	6	3	2	17	6	9	14	18	20	25	15	13
ENSMUSG00000074846.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027365.15	340	268	298	297	462	324	349	274	667	473	478	435	632	596
ENSMUSG00000081894.2	6	5	5	7	14	17	15	8	8	12	17	0	7	12
ENSMUSG00000027366.13	207	234	161	227	194	253	287	238	232	406	201	241	233	321
ENSMUSG00000098896.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001998.16	46	4	37	25	34	65	49	21	46	65	43	12	50	49
ENSMUSG00002076437.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001999.16	129	136	112	101	119	103	118	102	100	60	44	17	97	96
ENSMUSG00000034906.16	64	66	77	37	36	98	47	38	6	10	3	11	3	51
ENSMUSG00000074825.5	112	164	136	111	192	199	165	162	142	135	126	134	137	143
ENSMUSG00000044145.3	2	0	6	3	4	3	6	3	5	0	6	3	3	2
ENSMUSG00000003660.11	542	422	449	392	437	686	599	594	477	514	587	563	608	488
ENSMUSG00000003662.11	54	27	83	63	59	83	65	72	81	143	106	60	85	105
ENSMUSG00000034850.16	467	358	265	340	326	514	402	422	327	448	287	180	437	381
ENSMUSG00000103957.2	1	2	0	0	0	0	1	2	0	0	0	0	2	3
ENSMUSG00000027367.17	129	70	132	138	111	220	146	100	157	179	114	179	141	158
ENSMUSG00000027368.7	1167	901	1225	1332	1065	2163	1688	1828	558	978	1168	974	1449	1171
ENSMUSG00000050468.13	0	0	3	3	0	1	2	1	4	0	1	4	0	2
ENSMUSG00000058620.6	1	0	1	0	0	4	8	0	0	1	0	0	0	7
ENSMUSG00000046338.5	0	0	2	0	0	0	1	0	3	0	0	0	0	0
ENSMUSG00000027371.11	29	17	28	28	43	8	4	17	67	58	32	41	46	40
ENSMUSG00000079056.13	2	8	4	0	8	10	7	0	0	0	0	0	1	3
ENSMUSG00002076675.1	0	0	0	0	0	0	1	2	0	0	0	0	0	0
ENSMUSG00000118630.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027376.16	2	0	3	0	2	2	1	0	2	0	0	9	0	4
ENSMUSG00000083648.2	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSMUSG00000034800.16	2	26	13	7	0	2	0	10	17	33	2	4	15	12
ENSMUSG00000027374.13	63	82	78	79	110	127	90	69	104	149	59	68	67	114
ENSMUSG00000027375.15	0	0	0	0	0	5	0	0	0	0	0	0	4	0
ENSMUSG00000089264.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084006.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087162.2	10	1	0	4	0	0	5	0	0	0	0	0	0	0
ENSMUSG00000027377.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027378.17	10	22	10	1	3	12	24	0	0	16	4	0	0	34
ENSMUSG00000051319.7	13	10	15	11	14	11	10	1	6	6	4	8	18	12
ENSMUSG00000027379.15	72	85	32	25	49	52	61	6	1	2	2	0	4	41
ENSMUSG00000027380.11	62	54	51	47	55	32	16	6	102	77	68	87	66	84
ENSMUSG00002076263.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088175.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027381.17	537	364	514	570	671	591	434	484	960	785	909	1532	806	850
ENSMUSG00000074813.15	57	65	43	59	39	80	81	65	17	10	17	53	13	22
ENSMUSG00000085750.2	5	3	3	0	0	3	0	0	3	1	1	34	1	0
ENSMUSG00000079053.4	0	5	5	6	1	2	4	9	0	0	1	0	0	3
ENSMUSG00000114963.2	0	0	0	1	0	0	1	0	0	1	0	0	0	0
ENSMUSG00000082671.3	0	1	0	0	0	0	0	2	1	5	0	0	0	0
ENSMUSG00000082350.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074812.13	1	0	0	0	0	1	0	0	0	0	1	0	0	1
ENSMUSG00000109931.2	2	0	2	1	0	0	2	0	0	0	0	0	2	0
ENSMUSG00000080789.2	0	0	1	0	0	2	0	1	0	0	0	0	2	0
ENSMUSG00000014355.11	163	64	198	211	248	365	314	298	286	363	309	252	239	311
ENSMUSG00000014361.6	3	2	12	2	0	25	24	0	2	0	3	8	1	16
ENSMUSG00000085036.2	0	3	1	0	0	0	0	2	2	0	0	0	1	0
ENSMUSG00002074943.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014353.16	116	149	104	57	68	86	111	93	117	140	128	96	155	155
ENSMUSG00000027386.10	1	1	0	0	0	0	1	1	0	0	0	0	1	0
ENSMUSG00002075190.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027387.12	18	37	15	19	19	6	29	23	17	21	19	3	11	31
ENSMUSG00000082339.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087267.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000074807.4	3	7	4	2	2	4	8	2	3	26	12	5	9	7
ENSMUSG00000042851.18	20	2	9	7	11	11	9	5	35	21	12	8	10	12
ENSMUSG00000090248.2	1	0	5	0	0	1	1	0	8	0	1	0	1	1
ENSMUSG00000079051.6	0	0	0	0	0	0	2	0	0	0	0	0	3	0
ENSMUSG00000087151.2	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000027394.14	12	0	4	3	10	18	3	17	7	0	14	35	3	20
ENSMUSG00000027395.16	119	18	131	57	73	80	76	16	96	75	86	210	93	117
ENSMUSG00000037938.5	37	53	47	26	32	28	56	19	37	22	60	27	18	53
ENSMUSG00000084826.8	9	2	10	10	20	17	14	6	5	4	5	0	5	8
ENSMUSG00000082274.2	6	7	6	1	5	5	8	3	3	4	3	3	2	5
ENSMUSG00000086652.2	53	118	50	27	72	117	86	99	54	19	57	34	47	40
ENSMUSG00000103532.2	1	0	1	0	0	3	0	0	0	0	0	0	1	0
ENSMUSG00000103009.2	26	5	15	9	9	20	31	13	20	26	11	31	8	37
ENSMUSG00000027397.15	660	559	540	618	629	1133	869	900	909	712	751	716	640	730
ENSMUSG00000087528.2	224	213	188	198	173	346	239	273	321	228	253	236	180	191
ENSMUSG00000056738.12	1	0	0	0	0	1	0	0	0	0	1	0	1	0
ENSMUSG00000085485.2	1	0	1	6	0	10	2	0	0	0	2	4	0	1
ENSMUSG00000048327.7	42	40	32	43	8	50	7	8	0	0	12	50	1	15
ENSMUSG00000085498.2	0	12	7	6	1	12	0	0	1	3	0	0	2	8
ENSMUSG00000027399.2	2	85	2	4	0	9	0	0	0	1	0	0	0	30
ENSMUSG00000065057.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082097.2	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000027398.14	13	911	0	6	10	326	12	86	29	195	18	0	264	207
ENSMUSG00000074805.6	3	11	1	0	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000081888.2	3	9	11	4	7	5	6	3	8	9	8	5	5	5
ENSMUSG00000043727.6	0	8	5	0	0	5	1	0	1	0	0	0	0	0
ENSMUSG00000086637.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000087015.2	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037902.19	47	177	106	26	160	41	26	24	8	52	101	0	132	65
ENSMUSG00000027400.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084328.2	2	2	1	0	1	0	4	1	1	0	4	3	1	2
ENSMUSG00000037885.19	11	9	8	12	14	20	17	24	2	6	8	3	6	21
ENSMUSG00000100255.2	3	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027401.10	1	3	0	0	0	3	1	1	0	0	0	0	0	0
ENSMUSG00000098347.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089152.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077348.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074804.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027403.13	1	0	0	1	0	0	0	0	0	0	0	0	1	4
ENSMUSG00000027404.17	829	714	781	776	983	1085	885	713	841	978	753	932	823	1055
ENSMUSG00000060332.10	2	0	1	0	0	0	0	1	0	0	0	2	0	1
ENSMUSG00000027405.17	596	522	712	624	659	758	762	491	955	981	1063	883	941	959
ENSMUSG00000080610.3	3	0	2	3	2	3	2	0	1	3	5	0	2	2
ENSMUSG00000065287.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093645.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065289.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065272.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027406.14	601	459	485	447	719	449	509	354	598	631	497	688	553	608
ENSMUSG00000053552.15	0	6	1	0	0	0	0	0	0	0	1	0	2	1
ENSMUSG00000083483.4	27	26	28	30	23	21	11	20	30	21	30	34	32	38
ENSMUSG00000027408.8	0	0	2	1	0	0	2	1	10	0	0	1	2	1
ENSMUSG00000082985.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100963.2	0	0	0	0	0	1	0	0	2	0	0	0	0	1
ENSMUSG00000027409.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049692.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037773.15	75	96	57	81	66	86	68	90	81	100	133	89	97	123
ENSMUSG00000027411.18	433	381	429	483	505	570	527	564	640	524	549	581	668	572
ENSMUSG00000027303.19	68	86	82	77	115	101	146	77	88	96	75	75	103	146
ENSMUSG00000115955.2	5	0	8	1	0	26	10	7	11	15	19	1	11	6
ENSMUSG00002074874.1	1	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSMUSG00000060029.14	27	20	18	21	26	20	34	20	27	33	16	19	18	44
ENSMUSG00000037740.9	131	100	140	108	122	185	110	129	144	156	115	142	164	158
ENSMUSG00000027301.8	1	0	0	1	0	0	0	4	0	0	0	0	0	1
ENSMUSG00000037727.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027300.11	36	34	31	15	38	32	44	45	66	56	40	29	35	75
ENSMUSG00000079043.4	13	0	21	1	14	3	19	7	12	14	2	0	23	19
ENSMUSG00000037703.15	3	0	0	0	0	1	0	0	2	0	0	2	1	6
ENSMUSG00000068290.12	191	135	205	180	224	230	197	175	267	231	306	255	225	289
ENSMUSG00000074797.12	59	35	77	56	73	106	71	62	58	60	78	40	69	76
